Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
08:46:59 Jan 14 2025,92,54,0,0,0
08:47:03 Jan 14 2025,90,55,0,0,0
08:47:07 Jan 14 2025,90,55,0,0,0
08:47:11 Jan 14 2025,89,55,0,0,0
08:47:15 Jan 14 2025,90,55,0,0,0
08:47:19 Jan 14 2025,91,54,0,0,0
08:47:23 Jan 14 2025,92,54,0,0,0
08:47:27 Jan 14 2025,91,54,1,0,0
08:47:31 Jan 14 2025,89,56,3,0,0
08:47:35 Jan 14 2025,87,56,0,0,0
08:47:39 Jan 14 2025,86,57,0,0,0
08:47:43 Jan 14 2025,86,55,0,0,0
08:47:47 Jan 14 2025,86,53,0,0,0
08:47:51 Jan 14 2025,86,51,0,0,0
08:47:55 Jan 14 2025,89,49,0,0,0
08:47:59 Jan 14 2025,94,49,0,0,0
08:48:03 Jan 14 2025,97,50,0,0,0
08:48:07 Jan 14 2025,97,50,0,0,0
08:48:11 Jan 14 2025,95,53,0,0,0
08:48:15 Jan 14 2025,93,55,0,0,0
08:48:19 Jan 14 2025,91,53,0,0,0
08:48:23 Jan 14 2025,91,51,0,0,0
08:48:27 Jan 14 2025,95,50,0,0,0
08:48:31 Jan 14 2025,96,50,0,0,0
08:48:35 Jan 14 2025,96,52,9,0,0
08:48:39 Jan 14 2025,95,54,6,0,0
08:48:43 Jan 14 2025,95,55,5,0,0
08:48:47 Jan 14 2025,95,55,56,0,0
08:48:51 Jan 14 2025,95,55,0,0,0
08:48:55 Jan 14 2025,93,54,0,0,0
08:48:59 Jan 14 2025,93,53,0,0,0
08:49:03 Jan 14 2025,97,52,0,0,0
08:49:07 Jan 14 2025,98,52,0,0,0
08:49:11 Jan 14 2025,98,50,0,0,0
08:49:15 Jan 14 2025,98,50,0,0,0
08:49:19 Jan 14 2025,98,50,0,0,0
08:49:23 Jan 14 2025,97,51,0,0,0
08:49:27 Jan 14 2025,97,50,0,0,0
08:49:31 Jan 14 2025,97,49,0,0,0
08:49:35 Jan 14 2025,97,50,0,0,0
08:49:39 Jan 14 2025,97,52,0,0,0
08:49:43 Jan 14 2025,96,53,0,0,0
08:49:47 Jan 14 2025,95,52,0,0,0
08:49:51 Jan 14 2025,96,50,0,0,0
08:49:55 Jan 14 2025,96,49,0,0,0
08:49:59 Jan 14 2025,96,52,0,0,0
08:50:03 Jan 14 2025,96,52,0,0,0
08:50:07 Jan 14 2025,96,50,0,0,0
08:50:11 Jan 14 2025,96,50,11,0,0
08:50:15 Jan 14 2025,95,51,15,0,0
08:50:19 Jan 14 2025,95,54,0,0,0
08:50:23 Jan 14 2025,93,60,0,0,0
08:50:27 Jan 14 2025,94,60,0,0,0
08:50:31 Jan 14 2025,93,56,0,0,0
08:50:35 Jan 14 2025,93,54,0,0,0
08:50:39 Jan 14 2025,95,53,0,0,0
08:50:43 Jan 14 2025,98,52,0,0,0
08:50:47 Jan 14 2025,98,52,3,0,0
08:50:51 Jan 14 2025,98,48,2,0,0
08:50:55 Jan 14 2025,97,47,0,0,0
08:50:59 Jan 14 2025,98,52,0,0,0
08:51:03 Jan 14 2025,98,53,0,0,0
08:51:07 Jan 14 2025,97,55,7,0,0
08:51:11 Jan 14 2025,97,58,5,0,0
08:51:15 Jan 14 2025,97,64,6,0,0
08:51:19 Jan 14 2025,97,63,7,0,0
08:51:23 Jan 14 2025,97,62,15,0,0
08:51:27 Jan 14 2025,97,61,0,0,0
08:51:31 Jan 14 2025,97,58,0,0,0
08:51:35 Jan 14 2025,97,56,0,0,0
08:51:39 Jan 14 2025,96,54,0,0,0
08:51:43 Jan 14 2025,96,53,0,0,0
08:51:47 Jan 14 2025,96,51,0,0,0
08:51:51 Jan 14 2025,97,52,0,0,0
08:51:55 Jan 14 2025,98,53,0,0,0
08:51:59 Jan 14 2025,97,56,0,0,0
08:52:03 Jan 14 2025,97,56,0,0,0
08:52:07 Jan 14 2025,97,54,0,0,0
08:52:11 Jan 14 2025,96,53,0,0,0
08:52:15 Jan 14 2025,96,53,0,0,0
08:52:19 Jan 14 2025,95,54,0,0,0
08:52:23 Jan 14 2025,94,54,0,0,0
08:52:27 Jan 14 2025,91,54,0,0,0
08:52:31 Jan 14 2025,90,54,0,0,0
08:52:35 Jan 14 2025,91,53,0,0,0
08:52:39 Jan 14 2025,93,53,0,0,0
08:52:43 Jan 14 2025,93,54,0,0,0
08:52:47 Jan 14 2025,92,54,0,0,0
08:52:51 Jan 14 2025,90,55,0,0,0
08:52:55 Jan 14 2025,89,55,0,0,0
08:52:59 Jan 14 2025,88,53,0,0,0
08:53:03 Jan 14 2025,89,52,0,0,0
08:53:07 Jan 14 2025,91,53,0,0,0
08:53:11 Jan 14 2025,93,53,0,0,0
08:53:15 Jan 14 2025,92,52,0,0,0
08:53:19 Jan 14 2025,90,53,0,0,0
08:53:23 Jan 14 2025,89,55,0,0,0
08:53:27 Jan 14 2025,89,55,0,0,0
08:53:31 Jan 14 2025,89,53,0,0,0
08:53:35 Jan 14 2025,89,52,0,0,0
08:53:39 Jan 14 2025,87,51,0,0,0
08:53:43 Jan 14 2025,90,52,0,0,0
08:53:47 Jan 14 2025,97,50,0,0,0
08:53:51 Jan 14 2025,98,49,0,0,0
08:53:55 Jan 14 2025,98,50,0,0,0
08:53:59 Jan 14 2025,97,49,0,0,0
08:54:03 Jan 14 2025,97,50,0,0,0
08:54:07 Jan 14 2025,96,50,0,0,0
08:54:11 Jan 14 2025,95,53,0,0,0
08:54:15 Jan 14 2025,94,55,0,0,0
08:54:19 Jan 14 2025,93,54,0,0,0
08:54:23 Jan 14 2025,91,53,0,0,0
08:54:27 Jan 14 2025,88,50,0,0,0
08:54:31 Jan 14 2025,91,50,0,0,0
08:54:35 Jan 14 2025,96,50,0,0,0
08:54:39 Jan 14 2025,97,51,0,0,0
08:54:43 Jan 14 2025,96,53,0,0,0
08:54:47 Jan 14 2025,96,54,0,0,0
08:54:51 Jan 14 2025,94,53,0,0,0
08:54:55 Jan 14 2025,92,53,0,0,0
08:54:59 Jan 14 2025,89,54,0,0,0
08:55:03 Jan 14 2025,88,52,0,0,0
08:55:07 Jan 14 2025,90,51,0,0,0
08:55:11 Jan 14 2025,94,50,0,0,0
08:55:15 Jan 14 2025,94,51,0,0,0
08:55:19 Jan 14 2025,92,53,0,0,0
08:55:23 Jan 14 2025,89,55,0,0,0
08:55:27 Jan 14 2025,87,54,0,0,0
08:55:31 Jan 14 2025,85,52,0,0,0
08:55:35 Jan 14 2025,86,50,0,0,0
08:55:39 Jan 14 2025,91,50,0,0,0
08:55:43 Jan 14 2025,95,52,0,0,0
08:55:47 Jan 14 2025,95,52,0,0,0
08:55:51 Jan 14 2025,92,54,0,0,0
08:55:55 Jan 14 2025,89,55,0,0,0
08:55:59 Jan 14 2025,89,54,0,0,0
08:56:03 Jan 14 2025,87,52,0,0,0
08:56:07 Jan 14 2025,86,51,0,0,0
08:56:11 Jan 14 2025,89,50,0,0,0
08:56:15 Jan 14 2025,95,50,0,0,0
08:56:19 Jan 14 2025,96,51,0,0,0
08:56:23 Jan 14 2025,95,54,0,0,0
08:56:27 Jan 14 2025,93,57,0,0,0
08:56:31 Jan 14 2025,92,55,0,0,0
08:56:35 Jan 14 2025,92,53,0,0,0
08:56:39 Jan 14 2025,92,52,0,0,0
08:56:43 Jan 14 2025,91,50,0,0,0
08:56:47 Jan 14 2025,90,49,0,0,0
08:56:51 Jan 14 2025,94,50,0,0,0
08:56:55 Jan 14 2025,97,50,0,0,0
08:56:59 Jan 14 2025,98,51,0,0,0
08:57:03 Jan 14 2025,97,53,0,0,0
08:57:07 Jan 14 2025,96,54,0,0,0
08:57:11 Jan 14 2025,95,52,0,0,0
08:57:15 Jan 14 2025,92,52,0,0,0
08:57:19 Jan 14 2025,92,51,0,0,0
08:57:23 Jan 14 2025,92,50,0,0,0
08:57:27 Jan 14 2025,91,52,0,0,0
08:57:31 Jan 14 2025,88,54,0,0,0
08:57:35 Jan 14 2025,87,55,0,0,0
08:57:39 Jan 14 2025,86,53,0,0,0
08:57:43 Jan 14 2025,82,50,0,0,0
08:57:47 Jan 14 2025,82,50,0,0,0
08:57:51 Jan 14 2025,92,50,0,0,0
08:57:55 Jan 14 2025,98,50,0,0,0
08:57:59 Jan 14 2025,98,50,0,0,0
08:58:03 Jan 14 2025,97,50,0,0,0
08:58:07 Jan 14 2025,96,53,0,0,0
08:58:11 Jan 14 2025,94,56,0,0,0
08:58:15 Jan 14 2025,93,55,0,0,0
08:58:19 Jan 14 2025,92,54,0,0,0
08:58:23 Jan 14 2025,88,54,0,0,0
08:58:27 Jan 14 2025,88,53,0,0,0
08:58:31 Jan 14 2025,95,50,0,0,0
08:58:35 Jan 14 2025,97,49,0,0,0
08:58:39 Jan 14 2025,97,50,0,0,0
08:58:43 Jan 14 2025,96,50,0,0,0
08:58:47 Jan 14 2025,95,52,0,0,0
08:58:51 Jan 14 2025,95,52,0,0,0
08:58:55 Jan 14 2025,92,50,0,0,0
08:58:59 Jan 14 2025,92,54,0,0,0
08:59:03 Jan 14 2025,90,58,0,0,0
08:59:07 Jan 14 2025,90,56,0,0,0
08:59:11 Jan 14 2025,90,52,0,0,0
08:59:15 Jan 14 2025,89,51,0,0,0
08:59:19 Jan 14 2025,90,51,0,0,0
08:59:23 Jan 14 2025,96,51,0,0,0
08:59:27 Jan 14 2025,96,51,0,0,0
08:59:31 Jan 14 2025,95,50,0,0,0
08:59:35 Jan 14 2025,94,50,0,0,0
08:59:39 Jan 14 2025,94,50,0,0,0
08:59:43 Jan 14 2025,93,52,0,0,0
08:59:47 Jan 14 2025,91,52,0,0,0
08:59:51 Jan 14 2025,91,50,0,0,0
08:59:55 Jan 14 2025,93,50,0,0,0
08:59:59 Jan 14 2025,93,52,0,0,0
09:00:03 Jan 14 2025,93,52,5,0,0
09:00:07 Jan 14 2025,93,52,11,0,0
09:00:11 Jan 14 2025,93,54,30,0,0
09:00:15 Jan 14 2025,93,55,0,0,0
09:00:19 Jan 14 2025,91,55,0,0,0
09:00:23 Jan 14 2025,88,53,0,0,0
09:00:27 Jan 14 2025,88,51,0,0,0
09:00:31 Jan 14 2025,95,52,0,0,0
09:00:35 Jan 14 2025,97,54,0,0,0
09:00:39 Jan 14 2025,97,54,6,0,0
09:00:43 Jan 14 2025,97,56,0,0,0
09:00:47 Jan 14 2025,97,56,0,0,0
09:00:51 Jan 14 2025,97,52,0,0,0
09:00:55 Jan 14 2025,97,51,0,0,0
09:00:59 Jan 14 2025,97,50,0,0,0
09:01:03 Jan 14 2025,96,49,0,0,0
09:01:07 Jan 14 2025,96,51,0,0,0
09:01:11 Jan 14 2025,94,53,0,0,0
09:01:15 Jan 14 2025,93,53,0,0,0
09:01:19 Jan 14 2025,92,52,0,0,0
09:01:23 Jan 14 2025,92,51,0,0,0
09:01:27 Jan 14 2025,93,50,0,0,0
09:01:31 Jan 14 2025,92,52,0,0,0
09:01:35 Jan 14 2025,91,53,0,0,0
09:01:39 Jan 14 2025,90,52,0,0,0
09:01:43 Jan 14 2025,88,48,0,0,0
09:01:47 Jan 14 2025,88,47,9,0,0
09:01:51 Jan 14 2025,89,47,2,0,0
09:01:55 Jan 14 2025,91,49,0,0,0
09:01:59 Jan 14 2025,94,55,0,0,0
09:02:03 Jan 14 2025,94,52,0,0,0
09:02:07 Jan 14 2025,94,50,0,0,0
09:02:11 Jan 14 2025,94,50,0,0,0
09:02:15 Jan 14 2025,96,50,0,0,0
09:02:19 Jan 14 2025,97,50,0,0,0
09:02:23 Jan 14 2025,97,52,0,0,0
09:02:27 Jan 14 2025,96,54,0,0,0
09:02:31 Jan 14 2025,95,54,0,0,0
09:02:35 Jan 14 2025,93,51,0,0,0
09:02:39 Jan 14 2025,92,49,0,0,0
09:02:43 Jan 14 2025,94,50,0,0,0
09:02:47 Jan 14 2025,96,50,0,0,0
09:02:51 Jan 14 2025,96,51,0,0,0
09:02:55 Jan 14 2025,94,52,0,0,0
09:02:59 Jan 14 2025,92,52,0,0,0
09:03:03 Jan 14 2025,93,54,0,0,0
09:03:07 Jan 14 2025,94,54,0,0,0
09:03:11 Jan 14 2025,91,53,0,0,0
09:03:15 Jan 14 2025,89,51,0,0,0
09:03:19 Jan 14 2025,90,51,0,0,0
09:03:23 Jan 14 2025,96,51,0,0,0
09:03:27 Jan 14 2025,96,50,0,0,0
09:03:31 Jan 14 2025,95,49,0,0,0
09:03:35 Jan 14 2025,92,50,0,0,0
09:03:39 Jan 14 2025,90,52,0,0,0
09:03:43 Jan 14 2025,90,55,0,0,0
09:03:47 Jan 14 2025,90,56,0,0,0
09:03:51 Jan 14 2025,89,54,0,0,0
09:03:55 Jan 14 2025,85,52,0,0,0
09:03:59 Jan 14 2025,87,52,0,0,0
09:04:03 Jan 14 2025,94,50,0,0,0
09:04:07 Jan 14 2025,98,49,0,0,0
09:04:11 Jan 14 2025,98,50,0,0,0
09:04:15 Jan 14 2025,98,50,0,0,0
09:04:19 Jan 14 2025,97,52,0,0,0
09:04:23 Jan 14 2025,95,52,0,0,0
09:04:27 Jan 14 2025,93,50,0,0,0
09:04:31 Jan 14 2025,93,49,0,0,0
09:04:35 Jan 14 2025,92,52,0,0,0
09:04:39 Jan 14 2025,92,55,0,0,0
09:04:43 Jan 14 2025,92,57,0,0,0
09:04:47 Jan 14 2025,92,54,0,0,0
09:04:51 Jan 14 2025,90,50,0,0,0
09:04:55 Jan 14 2025,90,50,0,0,0
09:04:59 Jan 14 2025,95,50,0,0,0
09:05:03 Jan 14 2025,98,49,0,0,0
09:05:07 Jan 14 2025,98,50,0,0,0
09:05:11 Jan 14 2025,97,50,0,0,0
09:05:15 Jan 14 2025,96,51,0,0,0
09:05:19 Jan 14 2025,96,54,0,0,0
09:05:23 Jan 14 2025,96,57,0,0,0
09:05:27 Jan 14 2025,94,54,0,0,0
09:05:31 Jan 14 2025,91,51,0,0,0
09:05:35 Jan 14 2025,91,51,0,0,0
09:05:39 Jan 14 2025,95,51,0,0,0
09:05:43 Jan 14 2025,97,50,0,0,0
09:05:47 Jan 14 2025,97,50,1,0,0
09:05:51 Jan 14 2025,96,52,0,0,0
09:05:55 Jan 14 2025,96,54,0,0,0
09:05:59 Jan 14 2025,95,57,0,0,0
09:06:03 Jan 14 2025,96,54,0,0,0
09:06:07 Jan 14 2025,95,50,0,0,0
09:06:11 Jan 14 2025,93,49,0,0,0
09:06:15 Jan 14 2025,92,51,0,0,0
09:06:19 Jan 14 2025,95,51,0,0,0
09:06:23 Jan 14 2025,97,50,0,0,0
09:06:27 Jan 14 2025,97,50,0,0,0
09:06:31 Jan 14 2025,95,51,0,0,0
09:06:35 Jan 14 2025,94,55,0,0,0
09:06:39 Jan 14 2025,94,57,0,0,0
09:06:43 Jan 14 2025,93,56,0,0,0
09:06:47 Jan 14 2025,90,55,0,0,0
09:06:51 Jan 14 2025,89,54,0,0,0
09:06:55 Jan 14 2025,93,51,0,0,0
09:06:59 Jan 14 2025,97,49,0,0,0
09:07:03 Jan 14 2025,98,50,0,0,0
09:07:07 Jan 14 2025,97,50,0,0,0
09:07:11 Jan 14 2025,97,51,0,0,0
09:07:15 Jan 14 2025,96,52,0,0,0
09:07:19 Jan 14 2025,96,51,0,0,0
09:07:23 Jan 14 2025,95,53,0,0,0
09:07:27 Jan 14 2025,95,56,0,0,0
09:07:31 Jan 14 2025,94,55,0,0,0
09:07:35 Jan 14 2025,93,53,0,0,0
09:07:39 Jan 14 2025,89,51,0,0,0
09:07:43 Jan 14 2025,92,50,0,0,0
09:07:47 Jan 14 2025,97,49,0,0,0
09:07:51 Jan 14 2025,98,50,0,0,0
09:07:55 Jan 14 2025,98,50,0,0,0
09:07:59 Jan 14 2025,98,51,0,0,0
09:08:03 Jan 14 2025,96,53,0,0,0
09:08:07 Jan 14 2025,94,52,0,0,0
09:08:11 Jan 14 2025,95,50,0,0,0
09:08:15 Jan 14 2025,96,52,0,0,0
09:08:19 Jan 14 2025,95,56,0,0,0
09:08:23 Jan 14 2025,95,56,0,0,0
09:08:27 Jan 14 2025,94,53,0,0,0
09:08:31 Jan 14 2025,93,51,0,0,0
09:08:35 Jan 14 2025,91,50,0,0,0
09:08:39 Jan 14 2025,95,49,0,0,0
09:08:43 Jan 14 2025,98,50,0,0,0
09:08:47 Jan 14 2025,98,50,0,0,0
09:08:51 Jan 14 2025,97,51,0,0,0
09:08:55 Jan 14 2025,96,48,0,0,0
09:08:59 Jan 14 2025,96,47,0,0,0
09:09:03 Jan 14 2025,93,50,0,0,0
09:09:07 Jan 14 2025,92,54,14,0,0
09:09:11 Jan 14 2025,92,54,6,0,0
09:09:15 Jan 14 2025,90,59,2,0,0
09:09:19 Jan 14 2025,90,59,8,0,0
09:09:23 Jan 14 2025,89,60,0,0,0
09:09:27 Jan 14 2025,86,59,0,0,0
09:09:31 Jan 14 2025,90,57,0,0,0
09:09:35 Jan 14 2025,97,54,0,0,0
09:09:39 Jan 14 2025,98,51,0,0,0
09:09:43 Jan 14 2025,98,51,0,0,0
09:09:47 Jan 14 2025,98,51,0,0,0
09:09:51 Jan 14 2025,98,49,0,0,0
09:09:55 Jan 14 2025,98,50,0,0,0
09:09:59 Jan 14 2025,98,50,0,0,0
09:10:03 Jan 14 2025,97,51,0,0,0
09:10:07 Jan 14 2025,97,53,0,0,0
09:10:11 Jan 14 2025,96,52,0,0,0
09:10:15 Jan 14 2025,96,49,0,0,0
09:10:19 Jan 14 2025,95,50,0,0,0
09:10:23 Jan 14 2025,95,52,0,0,0
09:10:27 Jan 14 2025,95,53,0,0,0
09:10:31 Jan 14 2025,95,52,0,0,0
09:10:35 Jan 14 2025,95,49,0,0,0
09:10:39 Jan 14 2025,93,51,0,0,0
09:10:43 Jan 14 2025,93,52,0,0,0
09:10:47 Jan 14 2025,95,51,0,0,0
09:10:51 Jan 14 2025,96,50,0,0,0
09:10:55 Jan 14 2025,95,52,0,0,0
09:10:59 Jan 14 2025,93,55,0,0,0
09:11:03 Jan 14 2025,91,55,0,0,0
09:11:07 Jan 14 2025,89,54,0,0,0
09:11:11 Jan 14 2025,86,52,0,0,0
09:11:15 Jan 14 2025,89,52,2,0,0
09:11:19 Jan 14 2025,96,54,4,0,0
09:11:23 Jan 14 2025,98,55,5,0,0
09:11:27 Jan 14 2025,98,54,0,0,0
09:11:31 Jan 14 2025,97,54,0,0,0
09:11:35 Jan 14 2025,97,53,0,0,0
09:11:39 Jan 14 2025,96,51,0,0,0
09:11:43 Jan 14 2025,96,51,0,0,0
09:11:47 Jan 14 2025,96,51,0,0,0
09:11:51 Jan 14 2025,95,51,0,0,0
09:11:55 Jan 14 2025,94,52,0,0,0
09:11:59 Jan 14 2025,94,52,0,0,0
09:12:03 Jan 14 2025,93,52,0,0,0
09:12:07 Jan 14 2025,93,52,0,0,0
09:12:11 Jan 14 2025,92,52,0,0,0
09:12:15 Jan 14 2025,93,53,0,0,0
09:12:19 Jan 14 2025,95,48,0,0,0
09:12:23 Jan 14 2025,96,47,0,0,0
09:12:27 Jan 14 2025,94,52,0,0,0
09:12:31 Jan 14 2025,94,55,0,0,0
09:12:35 Jan 14 2025,94,55,0,0,0
09:12:39 Jan 14 2025,94,53,0,0,0
09:12:43 Jan 14 2025,94,51,0,0,0
09:12:47 Jan 14 2025,95,49,0,0,0
09:12:51 Jan 14 2025,97,50,0,0,0
09:12:55 Jan 14 2025,98,50,0,0,0
09:12:59 Jan 14 2025,97,50,0,0,0
09:13:03 Jan 14 2025,96,52,0,0,0
09:13:07 Jan 14 2025,94,55,0,0,0
09:13:11 Jan 14 2025,93,54,0,0,0
09:13:15 Jan 14 2025,94,53,0,0,0
09:13:19 Jan 14 2025,94,53,0,0,0
09:13:23 Jan 14 2025,95,52,0,0,0
09:13:27 Jan 14 2025,95,52,0,0,0
09:13:31 Jan 14 2025,94,54,0,0,0
09:13:35 Jan 14 2025,93,54,0,0,0
09:13:39 Jan 14 2025,92,53,0,0,0
09:13:43 Jan 14 2025,89,51,0,0,0
09:13:47 Jan 14 2025,91,51,0,0,0
09:13:51 Jan 14 2025,94,51,0,0,0
09:13:55 Jan 14 2025,96,50,0,0,0
09:13:59 Jan 14 2025,94,49,0,0,0
09:14:03 Jan 14 2025,94,50,0,0,0
09:14:07 Jan 14 2025,92,51,0,0,0
09:14:11 Jan 14 2025,91,56,0,0,0
09:14:15 Jan 14 2025,91,58,0,0,0
09:14:19 Jan 14 2025,90,55,0,0,0
09:14:23 Jan 14 2025,87,51,0,0,0
09:14:27 Jan 14 2025,90,50,0,0,0
09:14:31 Jan 14 2025,96,49,0,0,0
09:14:35 Jan 14 2025,98,49,0,0,0
09:14:39 Jan 14 2025,97,50,0,0,0
09:14:43 Jan 14 2025,96,50,0,0,0
09:14:47 Jan 14 2025,95,51,0,0,0
09:14:51 Jan 14 2025,93,52,0,0,0
09:14:55 Jan 14 2025,93,52,0,0,0
09:14:59 Jan 14 2025,94,52,0,0,0
09:15:03 Jan 14 2025,95,51,0,0,0
09:15:07 Jan 14 2025,95,50,0,0,0
09:15:11 Jan 14 2025,93,52,0,0,0
09:15:15 Jan 14 2025,92,54,0,0,0
09:15:19 Jan 14 2025,90,54,0,0,0
09:15:23 Jan 14 2025,89,52,0,0,0
09:15:27 Jan 14 2025,86,50,0,0,0
09:15:31 Jan 14 2025,87,50,0,0,0
09:15:35 Jan 14 2025,93,51,0,0,0
09:15:39 Jan 14 2025,97,50,0,0,0
09:15:43 Jan 14 2025,97,50,0,0,0
09:15:47 Jan 14 2025,97,50,0,0,0
09:15:51 Jan 14 2025,96,52,0,0,0
09:15:55 Jan 14 2025,94,56,0,0,0
09:15:59 Jan 14 2025,94,57,0,0,0
09:16:03 Jan 14 2025,93,54,0,0,0
09:16:07 Jan 14 2025,92,52,0,0,0
09:16:11 Jan 14 2025,91,52,0,0,0
09:16:15 Jan 14 2025,95,50,0,0,0
09:16:19 Jan 14 2025,97,50,0,0,0
09:16:23 Jan 14 2025,97,50,0,0,0
09:16:27 Jan 14 2025,96,50,0,0,0
09:16:31 Jan 14 2025,95,52,0,0,0
09:16:35 Jan 14 2025,94,55,0,0,0
09:16:39 Jan 14 2025,94,55,0,0,0
09:16:43 Jan 14 2025,94,51,0,0,0
09:16:47 Jan 14 2025,93,50,0,0,0
09:16:51 Jan 14 2025,90,50,0,0,0
09:16:55 Jan 14 2025,92,50,0,0,0
09:16:59 Jan 14 2025,97,50,0,0,0
09:17:03 Jan 14 2025,97,50,0,0,0
09:17:07 Jan 14 2025,96,52,0,0,0
09:17:11 Jan 14 2025,93,55,0,0,0
09:17:15 Jan 14 2025,90,54,0,0,0
09:17:19 Jan 14 2025,88,51,0,0,0
09:17:23 Jan 14 2025,87,51,0,0,0
09:17:27 Jan 14 2025,90,51,0,0,0
09:17:31 Jan 14 2025,96,50,0,0,0
09:17:35 Jan 14 2025,96,50,0,0,0
09:17:39 Jan 14 2025,96,50,0,0,0
09:17:43 Jan 14 2025,94,50,0,0,0
09:17:47 Jan 14 2025,93,55,0,0,0
09:17:51 Jan 14 2025,92,58,0,0,0
09:17:55 Jan 14 2025,91,56,0,0,0
09:17:59 Jan 14 2025,90,52,0,0,0
09:18:03 Jan 14 2025,88,50,0,0,0
09:18:07 Jan 14 2025,91,50,0,0,0
09:18:11 Jan 14 2025,97,50,0,0,0
09:18:15 Jan 14 2025,97,50,0,0,0
09:18:19 Jan 14 2025,96,49,0,0,0
09:18:23 Jan 14 2025,92,51,0,0,0
09:18:27 Jan 14 2025,90,53,0,0,0
09:18:31 Jan 14 2025,89,55,0,0,0
09:18:35 Jan 14 2025,89,54,0,0,0
09:18:39 Jan 14 2025,86,51,0,0,0
09:18:43 Jan 14 2025,83,50,0,0,0
09:18:47 Jan 14 2025,87,50,0,0,0
09:18:51 Jan 14 2025,97,50,0,0,0
09:18:55 Jan 14 2025,98,50,0,0,0
09:18:59 Jan 14 2025,98,50,0,0,0
09:19:03 Jan 14 2025,97,50,0,0,0
09:19:07 Jan 14 2025,97,50,0,0,0
09:19:11 Jan 14 2025,95,52,0,0,0
09:19:15 Jan 14 2025,94,54,0,0,0
09:19:19 Jan 14 2025,94,56,0,0,0
09:19:23 Jan 14 2025,95,55,0,0,0
09:19:27 Jan 14 2025,94,53,0,0,0
09:19:31 Jan 14 2025,90,52,0,0,0
09:19:35 Jan 14 2025,89,50,0,0,0
09:19:39 Jan 14 2025,92,49,0,0,0
09:19:43 Jan 14 2025,97,50,0,0,0
09:19:47 Jan 14 2025,98,50,0,0,0
09:19:51 Jan 14 2025,98,50,0,0,0
09:19:55 Jan 14 2025,97,53,0,0,0
09:19:59 Jan 14 2025,97,54,0,0,0
09:20:03 Jan 14 2025,96,50,0,0,0
09:20:07 Jan 14 2025,96,50,0,0,0
